stability_sample_id,xai_sample_id,test_index,relative_path,filename,subject_id,eye_state,gender,glasses,reflection,lighting,sensor,split,true_label,true_class,correct_mobilenetv3,prob_target_mobilenetv3,prob_open_mobilenetv3,correct_shufflenetv2,prob_target_shufflenetv2,prob_open_shufflenetv2,correct_efficientnet_b0,prob_target_efficientnet_b0,prob_open_efficientnet_b0,correct_deit_tiny,prob_target_deit_tiny,prob_open_deit_tiny,correct_repvit_m1_0,prob_target_repvit_m1_0,prob_open_repvit_m1_0,correct_efficientformer_l1,prob_target_efficientformer_l1,prob_open_efficientformer_l1,n_models_correct,common_correct_all_six,min_prob_target_all_six,mean_prob_target_all_six,max_prob_target_all_six,selection_hash,selection_rank_within_stratum,sampling_quota,image_sha256,stability_hash,stability_rank_within_stratum
XAI_STAB_011,XAI_0085,1749,s0008/s0008_00636_0_1_0_1_0_01.png,s0008_00636_0_1_0_1_0_01.png,s0008,0,0,1,1,0,1,test,0,closed,True,0.9999994117320625,5.882679374735744e-07,True,0.9999780119578645,2.1988042135490105e-05,True,0.9995661920111161,0.0004338079888839,True,0.9999990722679968,9.277320032197168e-07,True,0.99999849707,1.50293e-06,True,0.99993567506,6.432494e-05,6,True,0.9995661920111161,0.9999128100165066,0.9999994117320625,0c6ad6e1576f824fe7434c81c67d81f0a55098cb18114774aa97f52e5586aca2,35,50,3c9b9264ad85750e6db44552fb97211a1c80c78c3548367eb21870a68838410d,26126b94a0d907f3f773a02f07100b63ee8b7d24eedf3b667eb725b9a5fef525,4
XAI_STAB_012,XAI_0059,1725,s0008/s0008_00612_0_1_0_0_0_01.png,s0008_00612_0_1_0_0_0_01.png,s0008,0,0,1,0,0,1,test,0,closed,True,0.9999999997971956,2.0280443990827732e-10,True,0.9999999872524539,1.274754612978768e-08,True,0.9999955550142658,4.444985734153306e-06,True,0.9999999516080855,4.8391914475587334e-08,True,0.99999935148304,6.4851696e-07,True,0.999973154892,2.6845108e-05,6,True,0.999973154892,0.9999946666745069,0.9999999997971956,04078f86fabf7203c4a2787319fd6a5188624bb8bad385e1b9a16277e1a6d1dc,9,50,20850ac49223b7ae2f8fb4d19e6f60725a0c81c36d5181241250a3ac1e91df47,26259882a51d027f6c9499d5f958332a6cce8c47382544a635acb17f81ae933a,5
XAI_STAB_013,XAI_0078,1767,s0008/s0008_00654_0_1_0_2_0_01.png,s0008_00654_0_1_0_2_0_01.png,s0008,0,0,1,2,0,1,test,0,closed,True,0.9999693079589633,3.069204103667289e-05,True,0.9999820167904545,1.7983209545491263e-05,True,0.9991215730551631,0.0008784269448369,True,0.9999890481303737,1.0951869626296684e-05,True,0.99997338609,2.661391e-05,True,0.999972673999,2.7326001e-05,6,True,0.9991215730551631,0.9998346676706591,0.9999890481303737,0a14d3fad10278ec273b0996af9629c02a92efe049640c49a4c6ff553c6350c0,28,50,7bf3ef8868b1af3f08902fe98b325d64d697c1e6c96ba6bebf8dd92f5ed00f18,2890a286939e8da33ed53dc3304bda7aee0288aa92d80da609176e16f457cb4c,6
XAI_STAB_014,XAI_0088,1216,s0008/s0008_00103_0_1_0_0_0_01.png,s0008_00103_0_1_0_0_0_01.png,s0008,0,0,1,0,0,1,test,0,closed,True,0.9998107423889451,0.0001892576110549,True,0.9999954813420118,4.5186579882283695e-06,True,0.9996938012773172,0.0003061987226828,True,0.9999998305619329,1.694380671324325e-07,True,0.99999995029715,4.970285e-08,True,0.9998602563,0.0001397437,6,True,0.9996938012773172,0.9998933436945595,0.99999995029715,0e17de932e391b24cee25990058dda6a851caba046fa5f456dcd975a41699b77,38,50,7b784fb55c70024250f3f464f70471f81e7f92c640ba9f95bde010e26ae54d31,2ff772283581d0caba5539c85083afaa0304a5e330040778274f3faa0bf7dee8,7
XAI_STAB_015,XAI_0101,2438,s0015/s0015_00493_0_0_0_0_1_01.png,s0015_00493_0_0_0_0_1_01.png,s0015,0,0,0,0,1,1,test,0,closed,True,0.9999997575794737,2.4242052631962e-07,True,0.9999985724969065,1.4275030935095856e-06,True,0.990061366930604,0.009938633069396,True,0.9996557288977784,0.0003442711022216,True,0.9999986971297,1.3028703e-06,True,0.99979641082,0.00020358918,6,True,0.990061366930604,0.9982517556424105,0.9999997575794737,0021fd5aec2e5e64dc86ff422febac28bdc27f69cddb50f367a77e1dfd73c888,1,50,4f6ad672a7a184621d4ace0aaedd03dfb8a91ba6bac9cabcbfa29274cc73e8a0,0b12ab5999b0679eddf2d50b356071a666c4887bc5f92228c9b78eedc972b88b,1
XAI_STAB_016,XAI_0137,2249,s0015/s0015_00304_0_0_0_0_1_01.png,s0015_00304_0_0_0_0_1_01.png,s0015,0,0,0,0,1,1,test,0,closed,True,0.9999987342055192,1.265794480787008e-06,True,0.9999999401995012,5.980049877507554e-08,True,0.9999820544126123,1.7945587387657724e-05,True,0.9966836837120355,0.0033163162879645,True,0.9999978590981,2.1409019e-06,True,0.99999943602916,5.6397084e-07,6,True,0.9966836837120355,0.9994436179428213,0.9999999401995012,092e59a2f8a39d13f6b4d88f2c3037bab53868bec4b8b7f35f3d3e839cadca11,37,50,88971be301d21c10eca8f776d4bbdb2bb639301d99aa10491ea61d2332758d30,0c3151dec085dcb9905cd8d453e63056a6e00ce2376b266352bbd9c839232342,2
XAI_STAB_017,XAI_0144,2567,s0015/s0015_00622_0_0_0_0_1_01.png,s0015_00622_0_0_0_0_1_01.png,s0015,0,0,0,0,1,1,test,0,closed,True,0.9999999983835454,1.6164546368102604e-09,True,0.9999999963606383,3.639361700891186e-09,True,0.9999778446635901,2.215533640992362e-05,True,0.9999982352461529,1.7647538470555446e-06,True,0.99999992682866,7.317134e-08,True,0.99999987848514,1.2151486e-07,6,True,0.9999778446635901,0.9999959799946211,0.9999999983835454,0bb2567b23cbb9144f84449902b0297bfdadc8b3001a8f816a264d6b12ca4892,44,50,90555da3c68ff7549f262e9dd451dc48de2703ae72d8b8857ad519c8b6239907,11fea78d4062df88821a5dd124347b59ca85c7d07b19d52619c78be04ef07465,3
XAI_STAB_018,XAI_0109,2538,s0015/s0015_00593_0_0_0_0_1_01.png,s0015_00593_0_0_0_0_1_01.png,s0015,0,0,0,0,1,1,test,0,closed,True,0.9999999993356561,6.64343857703642e-10,True,0.9999964138689847,3.586131015254068e-06,True,0.9999977922107064,2.2077892936067656e-06,True,0.9999850916619835,1.4908338016539346e-05,True,0.99999972908202,2.7091798e-07,True,0.9999973768884,2.6231116e-06,6,True,0.9999850916619835,0.999996067174625,0.9999999993356561,01cec8961111bd7078dcfd1ed870df078f6e8b9aafb3802e2043f8ed85d0f587,9,50,d4a57b3dd3f87ba70643893c9dbf4d0996ea8e612911dbd6b335ad183396605b,1930774d7bb5bb42a9eb1e7d14334b64d46d0a37adb51ff8306bfea0cacffa5a,4
XAI_STAB_019,XAI_0130,2488,s0015/s0015_00543_0_0_0_0_0_01.png,s0015_00543_0_0_0_0_0_01.png,s0015,0,0,0,0,0,1,test,0,closed,True,0.9999999183683528,8.163164721963767e-08,True,0.9999858902256165,1.4109774383541662e-05,True,0.999990395099303,9.604900697013363e-06,True,0.9999985791778272,1.4208221728040371e-06,True,0.9999975331762,2.4668238e-06,True,0.99981623575,0.00018376425,6,True,0.99981623575,0.9999647586328831,0.9999999183683528,081d5ce64296a296d05272372aa9556673e65bc5a46ae4de01e26b642d920786,30,50,0b9205e5fbea6065d41f7519ab5085b130b80637f0ec25d73f7a255d0c621da8,1998edccb357c2a4cef1deea2634cb43f13d02657a52d260a2686569129dbd68,5
XAI_STAB_020,XAI_0145,2693,s0015/s0015_00748_0_0_0_0_0_01.png,s0015_00748_0_0_0_0_0_01.png,s0015,0,0,0,0,0,1,test,0,closed,True,0.9999976744306878,2.3255693122337107e-06,True,0.9999805190691404,1.948093085957225e-05,True,0.9999726775440649,2.732245593506377e-05,True,0.9999946004545563,5.399545443651732e-06,True,0.9999988830647,1.1169353e-06,True,0.99980771163,0.00019228837,6,True,0.99980771163,0.9999586776988583,0.9999988830647,0c0bc028a08289d885bf90c3ae4a3998271ac080a971847372cd4f8db0f7d031,45,50,741363291a6aff766a8c45086e1c8fd11a0b5ff0057e27be836227eed18744f4,2462289327c23a5a10319538a27f8636bca39736a3232ab7e232a85a53ce63fd,6
XAI_STAB_021,XAI_0157,4769,s0016/s0016_01692_1_0_0_0_1_01.png,s0016_01692_1_0_0_0_1_01.png,s0016,0,1,0,0,1,1,test,0,closed,True,0.999977631816364,2.2368183635990132e-05,True,0.9999969998705183,3.000129481733893e-06,True,0.9865602552890778,0.0134397447109222,True,0.9782946910709143,0.0217053089290857,True,0.97987627,0.02012373,True,0.98262304,0.01737696,6,True,0.9782946910709143,0.9878881480078124,0.9999969998705183,016da13585f118b9121a5a311c59460c572d3acd363563c0da049d4ac56f481b,7,50,9f6219b5c053aab1c8f0ca8342dec582a9e2ece46790720a6e85e9fdda4f4a14,068b90ac3ef0d0758369adec4bf161d32e9cf18943081d7a9d273a43650ff141,1
XAI_STAB_022,XAI_0175,3155,s0016/s0016_00078_1_0_0_0_1_01.png,s0016_00078_1_0_0_0_1_01.png,s0016,0,1,0,0,1,1,test,0,closed,True,0.9999401152672363,5.9884732763748616e-05,True,0.9999987317573868,1.2682426131505051e-06,True,0.9987373229814694,0.0012626770185306,True,0.9696541763842106,0.0303458236157894,True,0.9977948335,0.0022051665,True,0.99945114326,0.00054885674,6,True,0.9696541763842106,0.9942627205250506,0.9999987317573868,0402d3fa6f4a7b7daf88dc905c62bd4a008d0ac9ff163dd44940482f77ecb134,25,50,7b8ea7845c476b84210775624b9873a8c3ae12df490756f48956c9be3ecc3874,0c07e4e8d7c01df1d179aab9482854f99061fc57df131cc1a4a675337b37d510,2
XAI_STAB_023,XAI_0158,3597,s0016/s0016_00520_1_0_0_0_1_01.png,s0016_00520_1_0_0_0_1_01.png,s0016,0,1,0,0,1,1,test,0,closed,True,0.9999366435149568,6.33564850431867e-05,True,0.9999999753461672,2.4653832753074312e-08,True,0.992859828285873,0.007140171714127,True,0.9999838162311789,1.6183768821065314e-05,True,0.99941425235,0.00058574765,True,0.99982922529,0.00017077471,6,True,0.992859828285873,0.9986706235030294,0.9999999753461672,017c5f0d30b87c98ac57d6fdedc18052888c632703cf2d920201ecbe6e2d00e8,8,50,1778308ad24ba1cd9c3c5b5e9e49bae97f3d20e8bd5aa7afd2838fc42cb3e25c,0c5c7f84e32c1c843370c7405e70f1f446c22d78b3fee2ca690b90320c6a8c5f,3
XAI_STAB_024,XAI_0160,4576,s0016/s0016_01499_1_0_0_0_1_01.png,s0016_01499_1_0_0_0_1_01.png,s0016,0,1,0,0,1,1,test,0,closed,True,0.9999315904351533,6.840956484666094e-05,True,0.9999992219787259,7.780212740726711e-07,True,0.9944135756231846,0.0055864243768155,True,0.9808086790144444,0.0191913209855556,True,0.83637604,0.16362396,True,0.9995227504,0.0004772496,6,True,0.83637604,0.9685086429085846,0.9999992219787259,01acd7b80eb084dd3f05c90279fb4bc0fa6184b90e042d60d76380e3f79aa06b,10,50,8adaf01a993a26c811091f99e6992a3fd755728ab1f7ca4bbbfe018b0c00f378,0d7c8a3aa9dc76d2413cf52be19e45512719ffac9fe56c13c5899e341ea90151,4
XAI_STAB_025,XAI_0193,3579,s0016/s0016_00502_1_0_0_1_1_01.png,s0016_00502_1_0_0_1_1_01.png,s0016,0,1,0,1,1,1,test,0,closed,True,0.9995107219438069,0.0004892780561931,True,0.9999998901917948,1.0980820519534973e-07,True,0.9998335801647045,0.0001664198352955,True,0.999980678610882,1.932138911797665e-05,True,0.9998386631,0.0001613369,True,0.9999975327362,2.4672638e-06,6,True,0.9995107219438069,0.9998601777912314,0.9999998901917948,06c3686b69335db832a3b8fe4fbed7e17d3d483b2888f9fe69db60e1fd9c0af3,43,50,f9e466d079e3350b41c5029cc6404ed9aa2eda3ec94db0b77279c1221e9d8022,0f0fafc266c67cd7f0d8edef6dc85e000478b0a69218cd053b669e4bfbaa3a48,5
XAI_STAB_026,XAI_0184,4237,s0016/s0016_01160_1_0_0_0_1_01.png,s0016_01160_1_0_0_0_1_01.png,s0016,0,1,0,0,1,1,test,0,closed,True,0.9996716890891549,0.0003283109108451,True,0.9999617573230353,3.824267696472816e-05,True,0.9945377465337515,0.0054622534662485,True,0.9887369219213725,0.0112630780786275,True,0.948454868,0.051545132,True,0.9952061567,0.0047938433,6,True,0.948454868,0.987761523261219,0.9999617573230353,05bec66941e8e85ee81719e3a26c1e22a455b0cd0a869870c6e031b2971014e9,34,50,3904050fe439c1c9cbb2db2e0950b3a0515e14a0b8b7b1d2b31d3e3961dc20d6,13e24451f12f56767e07ac2cf2059af83cad4e5a4e3a8ccd416ae0f1e2707486,6
XAI_STAB_027,XAI_0209,7780,s0018/s0018_02814_0_1_0_0_0_01.png,s0018_02814_0_1_0_0_0_01.png,s0018,0,0,1,0,0,1,test,0,closed,True,0.9999990377499444,9.622500556361049e-07,True,0.9999999968931865,3.1068134731526693e-09,True,0.9999918869507383,8.113049261737615e-06,True,0.9999934914708319,6.508529168058885e-06,True,0.99999995452422,4.547578e-08,True,0.999998968254,1.031746e-06,6,True,0.9999918869507383,0.9999972226404868,0.9999999968931865,008b7b73ac9a4e68e8e00aa430df755c67b9206aa2f6f27a3de9398acdc5e39f,9,50,a16211bca63da6466048efdad2a1b62a1bc84c595a309f9806b650e43a3088dd,065cba50294b3a1ee4ca8d3914f6e195233274ca631fd1349890b87645a6df1f,1
XAI_STAB_028,XAI_0231,5327,s0018/s0018_00361_0_0_0_0_1_01.png,s0018_00361_0_0_0_0_1_01.png,s0018,0,0,0,0,1,1,test,0,closed,True,0.9999815811006556,1.8418899344396777e-05,True,0.9999998997804056,1.002195944010964e-07,True,0.9999979304525368,2.069547463179333e-06,True,0.9999992217605609,7.782394391142589e-07,True,0.999997361086,2.638914e-06,True,0.99982828723,0.00017171277,6,True,0.99982828723,0.9999673802350264,0.9999998997804056,01f2561de6a8960e271f489c57544ea07f2c21f1dc55113ea86dd1972c384c0f,31,50,8607d95a9c754c964235f3ef53a8fb7f5c60a247727063521a61e1f3ff330c66,06e191cd8d7d8bd47e9e0b21b1acdd1a9dca44ed02bdd168f7c2bca31f776e8b,2
XAI_STAB_029,XAI_0232,8037,s0018/s0018_03071_0_1_0_0_0_01.png,s0018_03071_0_1_0_0_0_01.png,s0018,0,0,1,0,0,1,test,0,closed,True,0.9999998291222454,1.708777546127749e-07,True,0.9999999548306704,4.5169329609962006e-08,True,0.999996271789314,3.728210685949307e-06,True,0.9999711898199166,2.8810180083382875e-05,True,0.9999999922089335,7.7910665e-09,True,0.9999974372417,2.5627583e-06,6,True,0.9999711898199166,0.99999411250213,0.9999999922089335,01f935cef0970dbe133a3be438523c4260af2ff2f231eab21aa30b191cdf222e,32,50,827cd7d325cefd6d8822fd357ca0def14f2f1001c61b573650642f026fac6c45,07f37bbe68979df99a14604c0094d122241c5f500cf5889438ea58046d873c32,3
XAI_STAB_030,XAI_0226,6393,s0018/s0018_01427_0_0_0_0_1_01.png,s0018_01427_0_0_0_0_1_01.png,s0018,0,0,0,0,1,1,test,0,closed,True,0.999999999951615,4.8385011275353656e-11,True,0.9999999937060351,6.293964904813265e-09,True,0.999998668548642,1.3314513580553466e-06,True,0.9999913403698883,8.659630111651495e-06,True,0.9999878305225,1.21694775e-05,True,0.999999935400396,6.4599604e-08,6,True,0.9999878305225,0.9999962947498461,0.999999999951615,01ad05ba5fd195ee8e752ba7151faa3113d1f63811161926887f09497e62745b,26,50,5fbed9017497f34a2f21b941e00e4772f553c1f0c2f999f915d0a3322ba5fd81,12759243c9356ee9c4cfccd18291f34b28cdebd773614d636790b4ca51f680af,4
XAI_STAB_031,XAI_0201,5496,s0018/s0018_00530_0_0_0_0_1_01.png,s0018_00530_0_0_0_0_1_01.png,s0018,0,0,0,0,1,1,test,0,closed,True,0.9999543323974649,4.566760253510438e-05,True,0.9999799839952175,2.0016004782519303e-05,True,0.9999690195145376,3.098048546235077e-05,True,0.9999000111565692,9.998884343076496e-05,True,0.999995091044,4.908956e-06,True,0.9999988514867,1.1485133e-06,6,True,0.9999000111565692,0.999966214932415,0.9999988514867,000f62f010586160e7fa412a415183279f61ecae3a8a50f82913b544dc1325e2,1,50,e0127cb3c5790a0df74ed89504881e1ec65525483c2e28737ec291f2b9321d25,19f6052dd009cfa606fe902c77d0ae0fb8791f6d18618d54cc2f9e0fec8031c3,5
XAI_STAB_032,XAI_0236,5225,s0018/s0018_00259_0_0_0_0_1_01.png,s0018_00259_0_0_0_0_1_01.png,s0018,0,0,0,0,1,1,test,0,closed,True,0.9999999774050057,2.2594994320002115e-08,True,0.9999999352585434,6.474145664014942e-08,True,0.9999470696820936,5.293031790642999e-05,True,0.9999719373445259,2.8062655474059284e-05,True,0.99999978376978,2.1623022e-07,True,0.99999950546646,4.9453354e-07,6,True,0.9999470696820936,0.9999863681544015,0.9999999774050057,024c3fe09bb598cb02c9505de490c91e6c785b528e9bb75c643f339f98d4bf61,36,50,25941ba90210bb9ec727bf05ca361858177c9a9ece42210dc0c1f8f264cdaa61,1dc688b1908843e2159839b198089e129c3a732f8d8bd04e12b3a0667d37c7f5,6
XAI_STAB_033,XAI_0259,1030,s0002/s0002_01031_0_0_1_0_0_01.png,s0002_01031_0_0_1_0_0_01.png,s0002,1,0,0,0,0,1,test,1,open,True,1.0,1.0,True,0.9996808767318726,0.9996808767318726,True,0.9988524913787842,0.9988524913787842,True,0.999528169631958,0.999528169631958,True,0.9993451,0.9993451,True,0.9972898,0.9972898,6,True,0.9972898,0.9991160729571025,1.0,128318f8a903c4bf0b0ca6a0ba6d7586ede81cdf02396e6b464e8b70c81b0ef0,9,63,230e5d1d8dcfa10a036dc6992f6d26a858a14ff4964fdb6a17b79edc383700d0,01ec12ce16cf1b87384652d522e2ce46a51c36b904f1b97a462b225058963696,1
XAI_STAB_034,XAI_0277,1107,s0002/s0002_01108_0_0_1_0_0_01.png,s0002_01108_0_0_1_0_0_01.png,s0002,1,0,0,0,0,1,test,1,open,True,1.0,1.0,True,0.999996304512024,0.999996304512024,True,0.9999921321868896,0.9999921321868896,True,0.9999897480010986,0.9999897480010986,True,0.9999809,0.9999809,True,0.99968076,0.99968076,6,True,0.99968076,0.9999399741166686,1.0,40b4a9c9f3ca3f19af3f010f686ad494e34597523ff819db5de6bcdf373c9974,27,63,912e8784429c26f16a7f4b8d610e5a416df27ccbf49134874be6c7ae5c0fb951,033d7effffaf09e98eab9c3ddc2d2d6650f54be68012e0fa1efb5c5d2f8370da,2
XAI_STAB_035,XAI_0256,1072,s0002/s0002_01073_0_0_1_0_0_01.png,s0002_01073_0_0_1_0_0_01.png,s0002,1,0,0,0,0,1,test,1,open,True,1.0,1.0,True,0.9999947547912598,0.9999947547912598,True,0.9999998807907104,0.9999998807907104,True,0.9999943971633912,0.9999943971633912,True,0.99999964,0.99999964,True,0.9999213,0.9999213,6,True,0.9999213,0.9999849954575604,1.0,0bcfdf458eb24cb011bd24a3e7925d62f1ff20cb707a212655e5725fc7f96976,6,63,7ede07a524c33c0f76e90f41a8ba9c3df2411d52a519e8708056da0e9a4cf749,0db66525bda116dc077907c43cd89997b8bcbe7b9f5c11ae38a128872022f7f4,3
