xai_sample_id,test_index,relative_path,filename,subject_id,eye_state,gender,glasses,reflection,lighting,sensor,split,true_label,true_class,correct_mobilenetv3,prob_target_mobilenetv3,prob_open_mobilenetv3,correct_shufflenetv2,prob_target_shufflenetv2,prob_open_shufflenetv2,correct_efficientnet_b0,prob_target_efficientnet_b0,prob_open_efficientnet_b0,correct_deit_tiny,prob_target_deit_tiny,prob_open_deit_tiny,correct_repvit_m1_0,prob_target_repvit_m1_0,prob_open_repvit_m1_0,correct_efficientformer_l1,prob_target_efficientformer_l1,prob_open_efficientformer_l1,n_models_correct,common_correct_all_six,min_prob_target_all_six,mean_prob_target_all_six,max_prob_target_all_six,selection_hash,selection_rank_within_stratum,sampling_quota,image_sha256
XAI_0011,647,s0002/s0002_00648_0_0_0_0_0_01.png,s0002_00648_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999999993259,6.740971713117827e-13,True,0.9999999968788489,3.121151115337284e-09,True,0.9999999997494959,2.505040896938482e-10,True,0.9999985870016417,1.4129983583188732e-06,True,0.9999999998272486,1.7275134e-10,True,0.9999998814522,1.185478e-07,6,True,0.9999985870016417,0.9999997441514602,0.9999999999993259,01a034aa3686a3ab7342c84cf69954fc23136ae78433ddabbfac67dc71109ec4,11,50,64e1767dd361cdbc69c68c7040c779882776a16b05ee086f29a39c9bd552c50e
XAI_0012,679,s0002/s0002_00680_0_0_0_0_0_01.png,s0002_00680_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999737499241,2.6250075890743574e-08,True,0.9999999866889357,1.331106425084272e-08,True,0.9999999963362056,3.663794378994112e-09,True,0.9999987838899642,1.216110035784368e-06,True,0.9999999921619525,7.8380475e-09,True,0.99999992374662,7.625338e-08,6,True,0.9999987838899642,0.9999997760956004,0.9999999963362056,01d5ccb87965082600354963771f746f254830049b4b763e6717f7f6f01a9ca1,12,50,d49f3b8c8bebd7964a43b24e6a3cd8c6210413b51c29ca7aeb03edfdd6aa9baa
XAI_0013,979,s0002/s0002_00980_0_0_0_0_0_01.png,s0002_00980_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999996390683,3.6093167343764776e-10,True,0.9999999314606143,6.853938572248809e-08,True,0.9999999801315109,1.9868489076202426e-08,True,0.9999993022575495,6.977424504839291e-07,True,0.9999999995940418,4.0595813e-10,True,0.99999979019391,2.0980609e-07,6,True,0.9999993022575495,0.9999998338794492,0.9999999996390683,02998bd0fe252e7812c21595b0eadbc189f2951347316a867fd80ef5eea49b23,13,50,c6420aedf71fa81c01847c5a210b005db6a35e34e132f4b0bc6471d32b46ac72
XAI_0014,778,s0002/s0002_00779_0_0_0_0_0_01.png,s0002_00779_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999997094762,2.9052388272887697e-10,True,0.9999995422127768,4.577872232403024e-07,True,0.999999958428365,4.157163502327421e-08,True,0.9999928451811684,7.154818831622833e-06,True,0.9999999991699826,8.300174e-10,True,0.999992165007,7.834993e-06,6,True,0.999992165007,0.9999974182847947,0.9999999997094762,029b37aa2f0c9199439687099f2e25b596f6f9a2d91b6ecca9c3e659403752de,14,50,3224e014e2fc18d857baab4bfa09275e71c9e33258c255f43e7ed60f72e3ea0d
XAI_0015,155,s0002/s0002_00156_0_0_0_0_0_01.png,s0002_00156_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999995033283,4.966717037646616e-10,True,0.9999999323469311,6.765306892475564e-08,True,0.9999991045005459,8.954994541454653e-07,True,0.9999999011075147,9.889248531180784e-08,True,0.99999973716947,2.6283053e-07,True,0.999999656435,3.43565e-07,6,True,0.9999991045005459,0.9999997218437983,0.9999999995033283,02cc4c94d8164c3c265ea2dd36b1abf193076e3ba95d51e67fae9cad1fc6cec4,15,50,182199380df76be6b545de77d8e75d4a60f7e7567f921e51989f4ca890ab8322
XAI_0016,578,s0002/s0002_00579_0_0_0_0_0_01.png,s0002_00579_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.999999999996201,3.798998442217094e-12,True,0.9999999285124943,7.148750569285768e-08,True,0.9999999998577457,1.4225431943515332e-10,True,0.999998738923864,1.2610761359610478e-06,True,0.99999948304486,5.1695514e-07,True,0.99999993747946,6.252054e-08,6,True,0.999998738923864,0.9999996813024374,0.999999999996201,03294df695d02bdcda0775a80ce292f8e0fb07784097d484df70a4949c813933,16,50,950fb2fc37906c0a73d9ba30d1f35b8d44a879f95c5a1f59887d7c2b439424d5
XAI_0017,703,s0002/s0002_00704_0_0_0_0_0_01.png,s0002_00704_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.999999982164983,1.783501701879686e-08,True,0.999999522670123,4.773298769578105e-07,True,0.9999999986536582,1.3463418158110583e-09,True,0.999999828994433,1.710055670400834e-07,True,0.9999954838922,4.5161078e-06,True,0.99991523003,8.476997e-05,6,True,0.99991523003,0.9999850077342329,0.9999999986536582,032acd068fbb9af58463b7e481446f2af123b7e1aee04194190f5167995f3db1,17,50,f378ea2ece6b0869f035dbdbf4e5de8910d7d36954c917780710e0b500fc6ca6
XAI_0018,528,s0002/s0002_00529_0_0_0_0_0_01.png,s0002_00529_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999998524427,1.4755729971227538e-10,True,0.9999997895438213,2.1045617870640854e-07,True,0.9999999969034803,3.0965197073129502e-09,True,0.9999993945972392,6.054027608115575e-07,True,0.99999978029342,2.1970658e-07,True,0.99999986719527,1.3280473e-07,6,True,0.9999993945972392,0.9999998047309456,0.9999999998524427,034f6f6801bd18a482154a369989b19702cb15f7b66700b2891a7b197463fa6a,18,50,6f1024831c3c6f8a187188d283af716bd3a5a14fb45e0a67a7ea12fc88a6211c
XAI_0019,761,s0002/s0002_00762_0_0_0_0_0_01.png,s0002_00762_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.999999999999964,3.600686914427553e-14,True,0.99999752295912,2.477040879966808e-06,True,0.9999999998544657,1.4553420968344002e-10,True,0.999999824692722,1.7530727802750334e-07,True,0.999999999109506,8.9049396e-10,True,0.9999990238375,9.761625e-07,6,True,0.99999752295912,0.9999993950755462,0.999999999999964,039a5114a5c749a131be0658740da0936aa416215f1f4f18453b95c6db051dbb,19,50,8849ce621fa188935bf49116878f2af4be1dee5ea460dec29b2ab32ae5367322
XAI_0020,833,s0002/s0002_00834_0_0_0_0_0_01.png,s0002_00834_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9998340894089779,0.0001659105910221,True,0.9999990562661196,9.437338803763852e-07,True,0.9999998626157094,1.3738429061049828e-07,True,0.999998947472136,1.0525278639761382e-06,True,0.9999999982973795,1.7026205e-09,True,0.999998943017,1.056983e-06,6,True,0.9998340894089779,0.9999718161795538,0.9999999982973795,03f064b8ff549dbdb22d59578c9b7e743a28c01772e02a0cb1dcbdb5a80c7082,20,50,552aaa80f0c9a489a3a4a49a2fe4d8effe1d99ab5e921f47a9553c4d8e4382a4
XAI_0021,1002,s0002/s0002_01003_0_0_0_0_0_01.png,s0002_01003_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999997224839,2.7751609343873435e-10,True,0.9999999981258307,1.874169264226566e-09,True,0.9999999999997029,2.970779275791175e-13,True,0.9999997475358953,2.5246410473300784e-07,True,0.9999999997408243,2.5917568e-10,True,0.999999988606667,1.1393333e-08,6,True,0.9999997475358953,0.9999999556219006,0.9999999999997029,04022ab45a5fcc5b5e80d8e170738445afc2c72e0af2229de3d36ff79e6017a7,21,50,b3cbd03208a2662c274c4fbf01a3154bc02c4961331809b03cab8fa85cfdc0c4
XAI_0022,950,s0002/s0002_00951_0_0_0_0_0_01.png,s0002_00951_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999999999999,9.05055829106853e-17,True,0.9999999805708004,1.9429199582532423e-08,True,0.9999999999760852,2.3914793756407704e-11,True,0.9999998811838324,1.1881616757136727e-07,True,0.999999961096716,3.8903284e-08,True,0.999999969169803,3.0830197e-08,6,True,0.9999998811838324,0.9999999653328729,0.9999999999999999,04088e270418e8e5175ca16879f1a14e2d78810131e6a4c5321b503fa37e871e,22,50,da6c79f11c9c360e131e130a5e256b63eaa3d3a8f8e08b016b51eb4bb87728a8
XAI_0023,424,s0002/s0002_00425_0_0_0_0_1_01.png,s0002_00425_0_0_0_0_1_01.png,s0002,0,0,0,0,1,1,test,0,closed,True,0.9999999688861863,3.1113813747651875e-08,True,0.9999685001275793,3.149987242068164e-05,True,0.9999391795281554,6.0820471844635904e-05,True,0.99999896593215,1.034067850014253e-06,True,0.999997855608,2.144392e-06,True,0.9999997759791,2.240209e-07,6,True,0.9999391795281554,0.9999840410101951,0.9999999688861863,0462342ef0543cca19d265611e8c0c3c7e294f810b2f8ea56e23e1a3ee844cf3,23,50,f89465fcc6c6490ffc2825684c881c2d3ea3c6ebcdfd6ad75c84712a4748524b
XAI_0024,382,s0002/s0002_00383_0_0_0_0_1_01.png,s0002_00383_0_0_0_0_1_01.png,s0002,0,0,0,0,1,1,test,0,closed,True,0.9996493936341722,0.0003506063658278,True,0.9999988147113754,1.185288624583336e-06,True,0.9999989139307672,1.0860692327696595e-06,True,0.9999965705819704,3.429418029554654e-06,True,0.99999927182506,7.2817494e-07,True,0.9999984765728,1.5234272e-06,6,True,0.9996493936341722,0.9999402402093575,0.99999927182506,04c31b39b0b895f0aa022eae68c2005733f3cd68b57556d3a7ca8d0e9976a86a,24,50,01acee9bbcb45cd157c333a0668f8ddbfebc45b998fd2bd0826d61b52482101f
XAI_0025,813,s0002/s0002_00814_0_0_0_0_0_01.png,s0002_00814_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9971618566196412,0.0028381433803588,True,0.9996797655185219,0.0003202344814781,True,0.9999992102736428,7.897263571976509e-07,True,0.9999985920003382,1.4079996617510917e-06,True,0.9999936121617,6.3878383e-06,True,0.99999991523753,8.476247e-08,6,True,0.9971618566196412,0.999472158635229,0.99999991523753,04e7623814dcfb5339633a9ecd3129fe2df3056f250c8c64570d41a3f999bbfb,25,50,389712edeb8cc4702681ecc5fed01c31edb361dab0897abd539155c51799abba
XAI_0026,900,s0002/s0002_00901_0_0_0_0_0_01.png,s0002_00901_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999999999468,5.317431946692298e-14,True,0.9999990169578723,9.830421277001733e-07,True,0.9999997969423617,2.0305763825945178e-07,True,0.9999910712267592,8.92877324076835e-06,True,0.999999991956634,8.043366e-09,True,0.999999883987,1.16013e-07,6,True,0.9999910712267592,0.9999982935117623,0.9999999999999468,05488b24a0550f04fa653216ae0cf7c1f6bd4c191befb2b3a5fe5dfbfb30b7dc,26,50,dfe172209ebb8fafaa8a9bc2b0bc17a70132d8b4561efe1273dba788c7e8c798
XAI_0027,879,s0002/s0002_00880_0_0_0_0_0_01.png,s0002_00880_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999947560494,5.24395060708116e-09,True,0.9999993713699382,6.28630061783042e-07,True,0.9999999999989362,1.0638404220053577e-12,True,0.9999999124208543,8.757914571333458e-08,True,0.9999999999946879,5.312065e-12,True,0.99999965848224,3.4151776e-07,6,True,0.9999993713699382,0.9999998228371177,0.9999999999989362,05a43c3ff14b0ff2c77f3aab5bcfbd19552d3afbd877e9685584563b2254b057,27,50,b184f99ab5da81d12ef60a2cdb16f262c2253a22fa91ded65f5e0e97cd3e8d8d
XAI_0028,300,s0002/s0002_00301_0_0_0_0_0_01.png,s0002_00301_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999962008164403,3.799183559749508e-06,True,0.9999999776214263,2.2378573660830625e-08,True,0.9999998029954185,1.9700458153693037e-07,True,0.9999998151271399,1.8487286013169069e-07,True,0.99999938523007,6.1476993e-07,True,0.999995030607,4.969393e-06,6,True,0.999995030607,0.9999983687329158,0.9999999776214263,05b6dd14af336c366be385467fc744aca841885ea3b5944f34b81b9c4547a559,28,50,b789520dc08a19712361f3276d56d8dca1b4c0e383bf05b042b8bef9ac98265c
XAI_0029,887,s0002/s0002_00888_0_0_0_0_0_01.png,s0002_00888_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.999999999999173,8.269993847717649e-13,True,0.9999998497272031,1.502727968727413e-07,True,0.9999987857430597,1.2142569403295056e-06,True,0.9999989119288557,1.0880711442950997e-06,True,0.999999986885103,1.3114897e-08,True,0.9999999968284277,3.1715723e-09,6,True,0.9999987857430597,0.9999995885186371,0.999999999999173,06146aa91f7eaf84ecdb88afb5969f7223f7104d5bc21d6ecd5fe65cafcf31ea,29,50,db846f042588d9c6afef68801d13367c3a8d11defa3ec4226edecc683aaf4817
XAI_0030,314,s0002/s0002_00315_0_0_0_0_0_01.png,s0002_00315_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999995283450005,4.7165499950097e-07,True,0.9999999532935249,4.670647513194126e-08,True,0.9999999976574738,2.3425261730380953e-09,True,0.9999997817127877,2.1828721230576773e-07,True,0.999999986783175,1.3216825e-08,True,0.99999991006876,8.993124e-08,6,True,0.9999995283450005,0.9999998596434536,0.9999999976574738,0661daf05a9b4e95da83099eb651ad43fefc5093fac1f4536d72fcadd40f0b3b,30,50,bcb7d2d8f809125780edce5ad2c91478ee48ba10fcaf49eb090d53e938aa03f2
XAI_0031,795,s0002/s0002_00796_0_0_0_0_0_01.png,s0002_00796_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999993129209,6.870790603130671e-10,True,0.9999999734565481,2.654345188091156e-08,True,0.9999999945697078,5.430292215891086e-09,True,0.9999990611567,9.388432999912766e-07,True,0.999999997552217,2.447783e-09,True,0.999999965674455,3.4325545e-08,6,True,0.9999990611567,0.9999998319537581,0.9999999993129209,06b56f0a7e0c4a561aadac1a1ef3cef60551f2d24c3924bf460311952453d61e,31,50,812e5130534155bfe3d39b0d5e0e844dc2b5cf94c60904d5f6406efb62eda9d7
XAI_0032,732,s0002/s0002_00733_0_0_0_0_0_01.png,s0002_00733_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999999999303,6.975156400818723e-14,True,0.9999999927833003,7.216699682288663e-09,True,0.9999999954390901,4.560909871997865e-09,True,0.9999998752366253,1.247633747425425e-07,True,0.99999990006672,9.993328e-08,True,0.99999997957357,2.042643e-08,6,True,0.9999998752366253,0.9999999571832059,0.9999999999999303,06c9aff53c0867078b81b495b93c4b1f0462a65ba0571102778c8076f32f011c,32,50,fcc962a284cf5a9881d5da375bb92f0b4440014d76f9957df306c656f35e6fbf
XAI_0033,917,s0002/s0002_00918_0_0_0_0_0_01.png,s0002_00918_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999988860272424,1.1139727575937286e-06,True,0.9999999528524448,4.7147555193305386e-08,True,0.9999998969053152,1.0309468478908457e-07,True,0.9999983345383043,1.6654616956657264e-06,True,0.999999991882998,8.117002e-09,True,0.99999991432536,8.567464e-08,6,True,0.9999983345383043,0.9999994960886108,0.999999991882998,07e77fddc75b55f7800ba675eb0598eda616119a1ab4927d3c5ecd816c1c5940,33,50,736bf6beefad1ac7f65b76c27161a6d57fd82a6a6c675cb58125b43535c21ee8
XAI_0034,255,s0002/s0002_00256_0_0_0_0_0_01.png,s0002_00256_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9996379473886919,0.0003620526113081,True,0.9993577534914949,0.0006422465085051,True,0.999949545112031,5.04548879689537e-05,True,0.999998328960487,1.671039512984862e-06,True,0.99999943365987,5.6634013e-07,True,0.999999943637807,5.6362193e-08,6,True,0.9993577534914949,0.9998238253750635,0.999999943637807,07fd8f6d9030e2d07bbb3e198eaa6526909adf367fd87e43a2ce24c62e7ef396,34,50,e51318a47d236085fa8c04cd580df0b8cbeebb5a1a57a4f18a7456f3513413c4
XAI_0035,379,s0002/s0002_00380_0_0_0_0_1_01.png,s0002_00380_0_0_0_0_1_01.png,s0002,0,0,0,0,1,1,test,0,closed,True,0.9999842834949959,1.571650500409305e-05,True,0.9999997307017736,2.692982263852173e-07,True,0.9999999046077122,9.539228784660737e-08,True,0.9999151182491914,8.488175080856308e-05,True,0.9999989695009,1.0304991e-06,True,0.9999999130243,8.69757e-08,6,True,0.9999151182491914,0.9999829865964788,0.9999999130243,08159d63ec79d64a90c87713d678a8f770bdae28c57b3c989477f9e2ad77e014,35,50,bca45ef2bca9826bd339713179fa2b5a8586b8260edcdfab9e16b2254d5fc296
XAI_0036,1005,s0002/s0002_01006_0_0_0_0_0_01.png,s0002_01006_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999987931765872,1.20682341275824e-06,True,0.9999992620088278,7.379911721727694e-07,True,0.9999981771384228,1.8228615772386547e-06,True,0.9999992276555076,7.723444923612988e-07,True,0.99999955746756,4.4253244e-07,True,0.9999989442904,1.0557096e-06,6,True,0.9999981771384228,0.9999989936228842,0.99999955746756,083fbddff9c5857db98a7e7b34813342f901041ae3b49cf663b6d060a4adfeba,36,50,c263ca95a7525120f6a2133b043e3a7600e57f5a6e7e57697efcf43cce743df0
XAI_0037,554,s0002/s0002_00555_0_0_0_0_0_01.png,s0002_00555_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999994326694832,5.673305167874787e-07,True,0.9999813103822817,1.8689617718337104e-05,True,0.9999997518027044,2.4819729560476844e-07,True,0.9999992930343069,7.069656930980273e-07,True,0.9999995671227,4.328773e-07,True,0.99999972175743,2.7824257e-07,6,True,0.9999813103822817,0.9999965127948176,0.9999997518027044,086ef528ab6a96ffc58231a5897922bba3f4fbf391ca978a55e1078f4819273e,37,50,c88752dbf23604c04894ea32c9298437562b1d5983c8e4c68b976a1f848e164c
XAI_0038,548,s0002/s0002_00549_0_0_0_0_0_01.png,s0002_00549_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999999999999,1.0641446969923185e-16,True,0.9999999903507772,9.649222754148924e-09,True,0.9999999999843816,1.5618447507526056e-11,True,0.9999997405534202,2.594465797756129e-07,True,0.9999999982059088,1.7940912e-09,True,0.99999979258658,2.0741342e-07,6,True,0.9999997405534202,0.999999920280178,0.9999999999999999,0926b2910259d30f6bb851dcfabfc8117af7c0ba1cc86c1388c0189d706c96d3,38,50,d9ec2bf185113d03dde529abc729c6e33bc4923a4041cb1265396d865aa41544
XAI_0039,804,s0002/s0002_00805_0_0_0_0_0_01.png,s0002_00805_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999999999981,1.894852725314628e-15,True,0.9999999929991823,7.000817703328721e-09,True,0.9999999999999122,8.78601323097382e-14,True,0.9999998679322317,1.3206776827701108e-07,True,0.9999999999678553,3.2144738e-11,True,0.99999982566123,1.7433877e-07,6,True,0.99999982566123,0.9999999477600682,0.9999999999999981,0937e75a995d366ed3d6a9e2d95e3c861a3ea7bb53abdfd43851bb04237944a1,39,50,5712bbf42c287ddbeffc2a50ae472b780f1097a11581f1f98a991bd71b87b1d0
XAI_0040,260,s0002/s0002_00261_0_0_0_0_0_01.png,s0002_00261_0_0_0_0_0_01.png,s0002,0,0,0,0,0,1,test,0,closed,True,0.9999999999975059,2.494125565799532e-12,True,0.9999803198115842,1.968018841580488e-05,True,0.9999999999987517,1.248282835604464e-12,True,0.9999997378519083,2.6214809167868225e-07,True,0.9999998442326,1.557674e-07,True,0.9999933293434,6.6706566e-06,6,True,0.9999803198115842,0.9999955385392916,0.9999999999987517,09839e212d2b7f6f124adca0f2f65f530bf2b9ab9d008852ad85ef50c514e40e,40,50,a094279e15efb58650f1160083d37ebb509b1ffb6644b312871b54afbe8c6ab7
